id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
1225	NYAMAGWA HEALTH CENTRE	NYANZA	GUCHA	SAMETA	BASSI BOINTANGARE	NYAMAGWA(GUCHA)	3	MISS	-0.79123	34.80025	nnyamagwahealthcentre@healthcare.com	0765543719	0739697312
1226	LAARE HEALTH CENTRE	EASTERN	NORTH MERU	LAARE	ANTUAMBUI	ANTUAMBUI	3	MOH	0.33692	37.9391	elaarehealthcentre@healthcare.com	0741577046	0763664303
1227	MUKUUNI DISP	EASTERN	SOUTH MERU	MAGUMONI	MUKUUNI	MUKUUNI	4	MISS	-0.387097	37.651	emukuunidisp@healthcare.com	0736757806	0793951992
1228	KARGI DISP	EASTERN	MARSABIT	LOIYANGALANI	KARGI	KARGI	4	MISS	2.49874	37.4018	ekargidisp@healthcare.com	0714660481	0796758462
1229	LIMAURU DISP	EASTERN	NORTH MERU	URINGU	NKOMO	LIMAURU	4	MOH	0.152893	37.689346	elimaurudisp@healthcare.com	0739956431	0717644261
1230	NYANSAKIA DISP	NYANZA	GUCHA	SAMETA	BASSI CHACHE	BOGETAORIO	4	MOH	-0.75958	34.74936	nnyansakiadisp@healthcare.com	0743460697	0739919241
1231	MUMBUNI DISP	EASTERN	SOUTH MERU	MUTHAMBI	GITINJE	KANDUNGU	4	MOH	-0.28	37.76	emumbunidisp@healthcare.com	0722319958	0732353600
1232	KORR DISP	EASTERN	MARSABIT	LAISAMIS	KORR	KORR	4	MISS	2.06362	37.496	ekorrdisp@healthcare.com	0710855668	0709505175
1233	LIMORO DISP	EASTERN	NORTH MERU	AKITHI	AKITHI	ATHWANA(AKITHI)	4	MOH	0.256089	37.707853	elimorodisp@healthcare.com	0768116377	0769824647
1234	NYATIKE DISP	NYANZA	GUCHA	NYAMARAMBE	S. MUGIRANGO CHACHE	BOMONYARA	4	MOH	-0.74203	34.63857	nnyatikedisp@healthcare.com	0739115573	0705932478
1235	MURAMBANI DISP	EASTERN	SOUTH MERU	MUTHAMBI	GITINJE	KANDUNGU	4	MISS	-0.28	37.73	emurambanidisp@healthcare.com	0751589656	0707243414
1236	KOYA DISP	EASTERN	MARSABIT	LAISAMIS	LAISAMIS	KOYA	4	MOH	1.59324	38.2785	ekoyadisp@healthcare.com	0729351462	0780883068
1237	MAUA METHODIST HOSPITAL	EASTERN	NORTH MERU	IGEMBE CENTRAL	MAUA	KAIBU	1	MISS	0.2332	37.9335	emauamethodisthospital@healthcare.com	0726837087	0762364994
1238	OGEMBO DISTRICT HOSPITAL	NYANZA	GUCHA	OGEMBO	MAJOGE CHACHE	NYANSAKIA	1	MOH	-0.793983	34.725517	nogembodistricthospital@healthcare.com	0798505234	0755536857
1239	MUTHAMBI CATHOLIC DISP	EASTERN	SOUTH MERU	MUTHAMBI	GITINJE	CHAMUNGA	4	MISS	-0.27	37.69	emuthambicatholicdisp@healthcare.com	0762168377	0790184028
1240	LAISAMIS MISS. HOSPITAL, DIOCESE OF MARSABIT	EASTERN	MARSABIT	LAISAMIS	LAISAMIS	LAISAMIS	1	MISS	1.6001	37.8004	elaisamismiss.hospital,dioceseofmarsabit@healthcare.com	0732077938	0747215018
1241	OMOREMBE HEALTH CENTRE	NYANZA	GUCHA	OGEMBO	SENGERA	NYAISERO	3	MISS	-0.84779	34.72154	nomorembehealthcentre@healthcare.com	0763919797	0766725509
1242	MUTHAMBI HEALTH CENTRE	EASTERN	SOUTH MERU	MUTHAMBI	GITINJE	CHAMUNGA	3	MOH	-0.28	37.68	emuthambihealthcentre@healthcare.com	0756445874	0718503131
1243	MBARANGA MISSION DISP	EASTERN	NORTH MERU	TIGANIA NORTH	KARAMA	MBARANGA	4	MISS	0.216919	37.835769	embarangamissiondisp@healthcare.com	0798721413	0703610222
1244	LOGOLOGO DISP	EASTERN	MARSABIT	LAISAMIS	LOGOLOGO	LOGOLOGO	4	MISS	1.98	37.89	elogologodisp@healthcare.com	0760531531	0737751090
1245	MUTINDWA DISP	EASTERN	SOUTH MERU	MWIMBI	MURUGI	MURUGI(SMERU)	4	MISS	-0.238288	37.60048	emutindwadisp@healthcare.com	0793178905	0753555067
1246	MBEU RURAL DEMONSTRATION UNIT	EASTERN	NORTH MERU	URINGU	MBEU	MBEU(NMERU)	3	MOH	0.08231	37.80232	embeururaldemonstrationunit@healthcare.com	0749204368	0727839897
1247	RIOKINDO SDA HEALTH CENTRE	NYANZA	GUCHA	KENYENYA	MAJOGE MASABA	KENYENYA	3	MISS	-0.88487	34.7322	nriokindosdahealthcentre@healthcare.com	0790540653	0768953970
1248	LOIYANGALANI DISP	EASTERN	MARSABIT	LOIYANGALANI	LOIYANGALANI	LOIYANGALANI	4	MISS	3.04149	36.4454	eloiyangalanidisp@healthcare.com	0734323619	0771595950
1249	NGERU DISP	EASTERN	SOUTH MERU	MWIMBI	GANGA	MUGUMANGO	4	MISS	-0.244	37.671	engerudisp@healthcare.com	0770195300	0798013662
1250	MAIKONA DISP	EASTERN	MARSABIT	MAIKONA	MAIKONA	MAIKONA	4	MOH	2.812325	37.762325	emaikonadisp@healthcare.com	0790852050	0747865981
1251	RITUMBE HEALTH CENTRE	NYANZA	GUCHA	NYACHEKI	BASSI BOGETAORIO	NYANGUSO	3	MISS	-0.91962	34.84671	nritumbehealthcentre@healthcare.com	0778116772	0713266055
1252	MIATHENE SUB-DISTRICT HOSPITAL	EASTERN	NORTH MERU	TIGANIA WEST	MIATHENE	MIATHENE	1	MOH	0.14875	37.7912	emiathenesub-districthospital@healthcare.com	0759829396	0747996901
1253	NYANGANI DISP	EASTERN	SOUTH MERU	MUTHAMBI	MUTHAMBI	IRIGA	4	MISS	-0.28	37.62	enyanganidisp@healthcare.com	0785287406	0791133238
1254	MAIKONA DISP	EASTERN	MARSABIT	MAIKONA	MAIKONA	MAIKONA	4	MISS	3.12833	37.8945	emaikonadisp@healthcare.com	0734872888	0794564632
1255	STELA MARIS SENGERA HEALTH CENTRE	NYANZA	GUCHA	OGEMBO	SENGERA	BOSOTI	3	MISS	-0.86201	34.71967	nstelamarissengerahealthcentre@healthcare.com	0742642354	0706883641
1256	MIKINDURI COTTAGE HOSPITAL	EASTERN	NORTH MERU	TIGANIA CENTRAL	MIKINDURI WEST	ANJUKI	1	MISS	0.126174	37.834147	emikinduricottagehospital@healthcare.com	0749757917	0774246074
1257	P.C.E.A. CHOGORIA MISS. HOSP	EASTERN	SOUTH MERU	MWIMBI	CHOGORIA	CHOGORIA	1	MISS	-0.21121	37.6065	ep.c.e.a.chogoriamiss.hosp@healthcare.com	0761459374	0792901087
1258	MANYATTA JILLO DISP	EASTERN	MARSABIT	GADAMOJI	QILTA	QILTA	4	MOH	2.44	38.09	emanyattajillodisp@healthcare.com	0799825453	0746623443
1259	MIKINDURI DISP	EASTERN	NORTH MERU	TIGANIA CENTRAL	MIKINDURI WEST	ANJUKI	4	MOH	0.123208	37.836	emikinduridisp@healthcare.com	0738949487	0778619124
1260	TABAKA MISSION HOSPITAL	NYANZA	GUCHA	NYAMARAMBE	S. MUGIRANGO CHACHE	TABAKA	1	MISS	-0.744517	34.6665	ntabakamissionhospital@healthcare.com	0795577562	0787657341
1261	THINDIGWA DISP	EASTERN	SOUTH MERU	MWIMBI	CHOGORIA	CHOGORIA	4	MISS	-0.23	37.63	ethindigwadisp@healthcare.com	0711980330	0794488346
1262	MARSABIT CATHOLIC DISP	EASTERN	MARSABIT	CENTRAL	MOUNTAIN	MARSABIT TOWNSHIP	4	MISS	2.331	37.983	emarsabitcatholicdisp@healthcare.com	0711783954	0728083525
1263	MITUNTU DISP	EASTERN	NORTH MERU	TIGANIA WEST	MITUNTU	THAU	4	MOH	0.186778	37.677007	emituntudisp@healthcare.com	0744592385	0769496176
1264	ASUMBI MISS H C	NYANZA	HOMA BAY	RANGWE	GEM CENTRAL	KAJULU	3	MISS	-0.625835	34.6296	nasumbimisshc@healthcare.com	0766469362	0705910563
1265	WERU DISP	EASTERN	SOUTH MERU	CHUKA	KITHANGANI	KITHANGANI	4	MISS	-0.363351	37.7133	ewerudisp@healthcare.com	0794768136	0779409294
1266	MARSABIT DISTRICT HOSPITAL	EASTERN	MARSABIT	CENTRAL	NAGAYO	MAJENGO(MARSABIT)	1	MOH	2.324839	37.985249	emarsabitdistricthospital@healthcare.com	0730834305	0741665838
1267	FULL GOSPEL DISP	NYANZA	HOMA BAY	ASEGO	EAST KANYADA	KOBWOLA-KOGWANG	4	MISS	-0.52066	34.49	nfullgospeldisp@healthcare.com	0715617660	0741234817
1268	MUCII MUKURU DISP	EASTERN	NORTH MERU	TIGANIA CENTRAL	MICII MIKURU	MICII MIKURU	4	MISS	0.191672	37.860084	emuciimukurudisp@healthcare.com	0730843976	0783512785
1269	CHIAKARIGA HEALTH CENTRE	EASTERN	THARAKA	SOUTH THARAKA	CHIAKARIGA	CHIAKARIGA	3	MOH	-0.28	37.92	echiakarigahealthcentre@healthcare.com	0798895685	0786385570
1270	MERILLE DISP	EASTERN	MARSABIT	LAISAMIS	MERILLE	MERILLE	4	MOH	1.492321	37.782325	emerilledisp@healthcare.com	0784077005	0745612296
1271	GOT KOJOWI H C	NYANZA	HOMA BAY	NYARONGI	EAST KWAMBWAI	KAWANGA	3	MOH	-0.752199	34.2553	ngotkojowihc@healthcare.com	0783021860	0751488067
1272	MUTHARA DISP	EASTERN	NORTH MERU	TIGANIA NORTH	MUTHARA	KITHARENE	4	MOH	0.227599	37.7975	emutharadisp@healthcare.com	0709446388	0761208083
1273	NGURUNIT DISP	EASTERN	MARSABIT	LAISAMIS	ILLAUT/NGURUNIT	NGURUNIT	4	MISS	1.75	37.38	engurunitdisp@healthcare.com	0712307223	0780302574
1274	GATUNGA MISSION DISP	EASTERN	THARAKA	CENTRAL THARAKA	NKONDI	RUKURINI	4	MISS	-0.097054	38.000418	egatungamissiondisp@healthcare.com	0723389441	0796273620
1275	GOT KOKECH FULL GOSPEL DISP	NYANZA	HOMA BAY	ASEGO	EAST KANYADA	KOTHIDHA	4	MISS	-0.50646	34.493117	ngotkokechfullgospeldisp@healthcare.com	0732977965	0744258502
1276	MUTIONJURI DISP	EASTERN	NORTH MERU	TIGANIA WEST	KIANJAI	KIANJAI	4	MOH	0.17241	37.74123	emutionjuridisp@healthcare.com	0772685584	0769874713
1277	KAMANYAKI DISP	EASTERN	THARAKA	SOUTH THARAKA	KAMANYAKI	KAMANYAKI	4	MOH	-0.32	37.97	ekamanyakidisp@healthcare.com	0749226770	0731883703
1278	NORTH HORR HEALTH CENTRE	EASTERN	MARSABIT	NORTH HORR	NORTH HORR	NORTH HORR	3	MISS	3.39515	37.0757	enorthhorrhealthcentre@healthcare.com	0762625881	0723695581
1279	MUTUATI DISP	EASTERN	NORTH MERU	MUTUATI	KABACHI	AMWATHI 1	4	MISS	0.38513	37.99369	emutuatidisp@healthcare.com	0788619491	0780973875
1280	HOMA BAY DISTRICT HOSPITAL	NYANZA	HOMA BAY	ASEGO	HOMA BAY TOWN	TOWN(HOMABAY)	1	MOH	-0.52474	34.4599	nhomabaydistricthospital@healthcare.com	0789064912	0790780323
1281	SAGANTE DISP	EASTERN	MARSABIT	GADAMOJI	SAGANTE	SAGANTE	4	MOH	2.328398	38.089029	esagantedisp@healthcare.com	0760760241	0791571302
1282	KANYURU DISP	EASTERN	THARAKA	CENTRAL THARAKA	NTUGI	KANYURU	4	MOH	-0.149053	37.90093	ekanyurudisp@healthcare.com	0725984351	0768099728
1283	MUTUATI H C	EASTERN	NORTH MERU	MUTUATI	KABACHI	AMWATHI 1	3	MOH	0.385305	37.9798	emutuatihc@healthcare.com	0751502995	0755376670
1284	KAMRERI (COG) DISP	NYANZA	HOMA BAY	RANGWE	WEST KOCHIA	KOWILI	4	MISS	-0.541582	34.530727	nkamreri(cog)disp@healthcare.com	0716451936	0780022973
1285	SONGA DISP	EASTERN	MARSABIT	CENTRAL	SONGA	SONGA	4	MOH	2.21373	38.0581	esongadisp@healthcare.com	0712837340	0718591504
1286	MWERAO-NKANGA DISP	EASTERN	NORTH MERU	AKITHI	AKITHI	THINYAINE	4	MOH	0.243768	37.656957	emwerao-nkangadisp@healthcare.com	0756945273	0781424255
1287	KATHAGACHINI  DISP	EASTERN	THARAKA	NORTH THARAKA	KATHANGACHINI	KATHANGACHINI	4	MOH	-0.12	38.13	ekathagachinidisp@healthcare.com	0766826657	0793683324
1288	KANYAMKAGO OBER DISP	NYANZA	HOMA BAY	RIANA	CENTRAL KABUOCH	KAWERE/KAWUOR	4	MOH	-0.69557	34.51781	nkanyamkagooberdisp@healthcare.com	0703415004	0736567744
1289	TURBI DISP	EASTERN	MARSABIT	MAIKONA	TURBI	TURBI	4	MOH	2.997043	38.355247	eturbidisp@healthcare.com	0791908926	0792293399
1290	KIRANDA DISP	NYANZA	HOMA BAY	RANGWE	EAST KAGAN	KANYARUANDA	4	MISS	-0.464907	34.591528	nkirandadisp@healthcare.com	0795487567	0789985181
1291	NKINYANGA DISP	EASTERN	NORTH MERU	TIGANIA NORTH	ANTUANDURU	ANTUANDURU	4	MISS	0.269916	37.842063	enkinyangadisp@healthcare.com	0748064819	0740394531
1292	MATERI GIRLS SCH DISP	EASTERN	THARAKA	SOUTH THARAKA	TUNYAI	KITHINO	4	MISS	-0.193403	37.8041	ematerigirlsschdisp@healthcare.com	0733966971	0730495792
1293	GACABARI DISP	EASTERN	MBEERE	GACHOKA	KIAMBERE	GACABARI	4	MOH	-0.672321	37.82321	egacabaridisp@healthcare.com	0790710015	0789591303
1294	LAMBWE FOREST DISP	NYANZA	HOMA BAY	NDHIWA	WEST KANYAMWA	KAYAMBO	4	MOH	-0.67757	34.307	nlambweforestdisp@healthcare.com	0730213644	0721837584
1295	MATIRI MISSION HOSPITAL	EASTERN	THARAKA	SOUTH THARAKA	CHIAKARIGA	CHIAKARIGA	1	MISS	-0.31234	37.91243	ematirimissionhospital@healthcare.com	0733885229	0769688931
1296	NTHAMBIRO CATHOLIC DISP	EASTERN	NORTH MERU	IGEMBE EAST	NGUYUYU	NTHAMBIRO	4	MISS	0.241231	38.035183	enthambirocatholicdisp@healthcare.com	0705794801	0710914653
1297	IRIAMURAI DISP	EASTERN	MBEERE	GACHOKA	MAVURIA	MAVURIA	4	MISS	-0.712575	37.661	eiriamuraidisp@healthcare.com	0733918102	0759702099
1298	MUKOTHIMA H C	EASTERN	THARAKA	NORTH THARAKA	THITI	THITI	3	MISS	0.03	37.93	emukothimahc@healthcare.com	0771565617	0725561068
1299	MAGINA H C	NYANZA	HOMA BAY	RIANA	CENTRAL KABUOCH	KAWERE/KAWUOR	3	MOH	-0.69035	34.5158	nmaginahc@healthcare.com	0753047882	0742508187
1300	NTHAMBIRO DISP	EASTERN	NORTH MERU	IGEMBE EAST	NGUYUYU	NTHAMBIRO	4	MOH	0.246372	38.043906	enthambirodisp@healthcare.com	0779417095	0781435720
1301	ISHIARA SUB-DISTRICT HOSPITAL	EASTERN	MBEERE	EVURORE	ISHIARA	EVURORE	1	MOH	-0.452179	37.7833	eishiarasub-districthospital@healthcare.com	0726681088	0765357972
1302	MALELA DISP	NYANZA	HOMA BAY	ASEGO	HOMA BAY TOWN	TOWN(HOMABAY)	4	MISS	-0.528492	34.459601	nmaleladisp@healthcare.com	0772490696	0745963322
1303	NKONDI DISP	EASTERN	THARAKA	CENTRAL THARAKA	NKONDI	NKONDI	4	MOH	-0.04053	37.956	enkondidisp@healthcare.com	0741441332	0750242260
1304	NYAMBENE DISTRICT HOSPITAL	EASTERN	NORTH MERU	IGEMBE CENTRAL	MAUA	KAIBU	1	MOH	0.242123	37.93232	enyambenedistricthospital@healthcare.com	0773699792	0765206784
1305	KABUGURI DISP	EASTERN	MBEERE	GACHOKA	MAVURIA	GICHICHE(MBEERE)	4	MOH	-0.728532	37.7055	ekabuguridisp@healthcare.com	0747758574	0788288140
1306	MALELA DISP	NYANZA	HOMA BAY	NDHIWA	NORTH KANYAMWA	KAKAETA	4	MOH	-0.58486	34.39193	nmaleladisp@healthcare.com	0743714592	0776590009
1307	ST JOHN'S DISP	EASTERN	NORTH MERU	URINGU	MBEU	KIMEREI	4	MISS	0.074744	37.770015	estjohn'sdisp@healthcare.com	0789494383	0747349513
1308	RUUNGU DISP	EASTERN	THARAKA	CENTRAL THARAKA	KAROCHO	KAROCHO	4	MISS	-0.1	37.88	eruungudisp@healthcare.com	0711773690	0781194600
1309	KAMBORA DISP	EASTERN	MBEERE	SIAKAGO	NTHAWA	RIANDU	4	MISS	-0.53	37.59	ekamboradisp@healthcare.com	0763414798	0716001373
1310	ST. JOHN CATHOLIC DISP	EASTERN	NORTH MERU	IGEMBE SOUTH	KABULINE	AMUNG'ENTI	4	MISS	0.169265	37.998695	est.johncatholicdisp@healthcare.com	0772207576	0778948854
1311	THARAKA DISTRICT HOSPITAL	EASTERN	THARAKA	CENTRAL THARAKA	MARIMANTI	KIRANGARE	1	MOH	-0.16	37.97	etharakadistricthospital@healthcare.com	0797908120	0777296955
1312	MANYATTA S D A HOSPITAL	NYANZA	HOMA BAY	RANGWE	EAST KAGAN	KOMENYA	1	MISS	-0.4932	34.6169	nmanyattasdahospital@healthcare.com	0740635574	0718744448
1313	KAMUMU DISP	EASTERN	MBEERE	EVURORE	KIANGOMBE	KATHERA(MBEERE)	4	MOH	-0.500292	37.7249	ekamumudisp@healthcare.com	0708221101	0736764516
1314	ST. JOSEPH DISP (NYAMBENE)	EASTERN	NORTH MERU	IGEMBE NORTH	MUKULULU	LIBURU	4	MISS	0.255214	37.883342	est.josephdisp(nyambene)@healthcare.com	0753478483	0744000285
1315	TUNYAI DISP	EASTERN	THARAKA	NORTH THARAKA	GATUE	GATUNGA	4	MOH	-0.17	38.04	etunyaidisp@healthcare.com	0784985241	0738881867
1316	MARINDI DISP	NYANZA	HOMA BAY	ASEGO	EAST KANYADA	KALANYA KANYANGO	4	MOH	-0.663833	34.5061	nmarindidisp@healthcare.com	0757578160	0728400696
1317	KANYUAMBORA DISP	EASTERN	MBEERE	EVURORE	KANYUOMBORA	NGURA	4	MOH	-0.466099	37.7169	ekanyuamboradisp@healthcare.com	0764570253	0770160409
1318	USUENI DISP	EASTERN	THARAKA	NORTH THARAKA	KATHANGACHINI	KATHANGACHINI	4	MOH	-0.13	38.2	eusuenidisp@healthcare.com	0791007898	0772736543
1319	TIGANIA CATHOLIC HOSPITAL	EASTERN	NORTH MERU	TIGANIA NORTH	MUTHARA	ATHANJA	1	MISS	0.20715	37.783821	etiganiacatholichospital@healthcare.com	0719790717	0723296660
1320	MIROGI MISS H C	NYANZA	HOMA BAY	NDHIWA	WEST KANYAMWA	KAYAMBO	3	MISS	-0.68961	34.3364	nmirogimisshc@healthcare.com	0777082228	0743554409
1321	KARABA DISP	EASTERN	MBEERE	MWEA	KARABA	KARABA(MBEERE)	4	MOH	-0.776973	37.3704	ekarabadisp@healthcare.com	0773974550	0751721878
1322	ALIJUGUR DISP	N. EASTERN	GARISSA	JARAJILA	FAFI	FAFI	4	MOH	-0.41064	40.5711	nalijugurdisp@healthcare.com	0799432418	0769565680
1323	TIIRA DISP	EASTERN	NORTH MERU	IGEMBE S/WEST	NDUGUTO	TIIRA	4	MISS	0.143445	37.943294	etiiradisp@healthcare.com	0751959791	0776224756
1324	NDHIWA H C	NYANZA	HOMA BAY	NDHIWA	WEST KANYAMWA	KWAMO	3	MOH	-0.732657	34.3322	nndhiwahc@healthcare.com	0762917669	0709691090
1325	KARABA WANGO DISP	EASTERN	MBEERE	MWEA	KARABA	KARABA(MBEERE)	4	MISS	-0.79	37.38	ekarabawangodisp@healthcare.com	0730114115	0771876843
1326	URINGU DISP	EASTERN	NORTH MERU	URINGU	NKOMO	KILENCHUNE	4	MOH	0.145962	37.734072	euringudisp@healthcare.com	0772017716	0774736389
1327	NDIRU H C	NYANZA	HOMA BAY	RANGWE	WEST KAGAN	KANYIRIEMA	3	MOH	-0.50254	34.5812	nndiruhc@healthcare.com	0771176436	0703805957
1328	BENANE DISP	N. EASTERN	GARISSA	BENANE	TOKOJO	TOKOJO	4	MOH	0.42712	38.831	nbenanedisp@healthcare.com	0731938437	0725843611
1329	NYAGORO H C	NYANZA	HOMA BAY	RANGWE	EAST KOCHIA	KORAYO	3	MOH	-0.507608	34.5293	nnyagorohc@healthcare.com	0736121366	0741802756
1330	BARAGU DISP	EASTERN	SOUTH MERU	MWIMBI	GANGA	KIRUMI	4	MOH	-0.24	37.67	ebaragudisp@healthcare.com	0737508922	0710184221
1331	KATHANJE DISP	EASTERN	MBEERE	SIAKAGO	MUMINJI	GANGARA	4	MOH	-0.621172	37.70991	ekathanjedisp@healthcare.com	0757177314	0746485580
1332	BODHAI DISP	N. EASTERN	GARISSA	IJARA	BODHAI	BODHAI	4	MOH	-1.84772	40.526	nbodhaidisp@healthcare.com	0708419655	0796312520
1333	NYAGWETHE DISP	NYANZA	HOMA BAY	RANGWE	GEM WEST	KANYANJWA	4	MISS	-0.65	34.57	nnyagwethedisp@healthcare.com	0756732134	0721776943
1334	CHEERA DISP	EASTERN	SOUTH MERU	CHUKA	KITHANGANI	KITHANGANI	4	MISS	-0.35	37.71	echeeradisp@healthcare.com	0736622584	0776949121
1335	KIAMBERE HEALTH CENTRE	EASTERN	MBEERE	GACHOKA	KIAMBERE	KIAMBERE	3	MOH	-0.691489	37.8007	ekiamberehealthcentre@healthcare.com	0774593421	0790562450
1336	CHUKA CONSOLATA COTTAGE HOSPITAL	EASTERN	SOUTH MERU	CHUKA	KIANG'ONDU	KIANG'ONDU	1	MISS	-0.32926	37.648978	echukaconsolatacottagehospital@healthcare.com	0770773444	0749797866
1337	BULA IFTIN DISP	N. EASTERN	GARISSA	CENTRAL	IFTIN	IFTIN	4	NGO	-0.48067	39.660428	nbulaiftindisp@healthcare.com	0759703476	0701222688
1338	NYARONGI DISP	NYANZA	HOMA BAY	NYARONGI	WEST KWAMBWAI	KASIRIME	4	MOH	-0.75899	34.26434	nnyarongidisp@healthcare.com	0794245295	0721708925
1339	KIAMURINGA DISP	EASTERN	MBEERE	GACHOKA	MBETI SOUTH	KIAMURINGA	4	MOH	-0.571812	37.5288	ekiamuringadisp@healthcare.com	0726023550	0773676576
1340	OBER KABUOCH DISP	NYANZA	HOMA BAY	RIANA	WEST KABUOCH	KACHIENG WEST	4	MOH	-0.75021	34.4258	noberkabuochdisp@healthcare.com	0786093282	0707793722
1341	BULLAMEDINA DISP	N. EASTERN	GARISSA	CENTRAL	TOWNSHIP	MEDINA	4	MOH	-0.349028	39.724797	nbullamedinadisp@healthcare.com	0720292708	0763889129
1342	OBERA HEALTH CENTRE	NYANZA	HOMA BAY	RIANA	WEST KABUOCH	KACHIENG EAST	3	MOH	-0.69451	34.4844	noberahealthcentre@healthcare.com	0749829814	0784992856
1343	BURA DISP	N. EASTERN	GARISSA	BURA	BURA	BURA(GARISSA)	4	MOH	-1.0164	39.9782	nburadisp@healthcare.com	0701440798	0767528119
1344	KIRIE DISP	EASTERN	MBEERE	SIAKAGO	MUTITU	KIRIE	4	MOH	-0.573522	37.7739	ekiriedisp@healthcare.com	0772215024	0774428659
1345	OGANDE C P K DISP	NYANZA	HOMA BAY	ASEGO	EAST KANYADA	KANYACH KACHAR	4	MISS	-0.58438	34.5003	nogandecpkdisp@healthcare.com	0757611772	0706466414
1346	DAADAB SUB- HEALTH CENTRE	N. EASTERN	GARISSA	JARAJILA	YUMBIS	YUMBIS	3	MOH	-0.08411	40.212	ndaadabsub-healthcentre@healthcare.com	0735530295	0754283653
1347	KIRITIRI HEALTH CENTRE	EASTERN	MBEERE	GACHOKA	KIANJIRU	NYANGWA	3	MOH	-0.678952	37.6411	ekiritirihealthcentre@healthcare.com	0752365298	0788795112
1348	KITOLOLONI CATHOLIC DISP	EASTERN	MBEERE	MWEA	MAKIMA	MWEA	4	MISS	-0.754054	37.51126	ekitololonicatholicdisp@healthcare.com	0761845953	0775892436
1349	DAGAHALEY HOSPITAL	N. EASTERN	GARISSA	DADAAB	DAGAHALEY	DAGAHALEY(GARISSA)	1	MISS	0.150541	40.342856	ndagahaleyhospital@healthcare.com	0782315553	0704425736
1350	GALMAGALLA DISP	N. EASTERN	GARISSA	HULUGHO	GALMAGALA	KORANHINDI	4	MOH	-1.23551	40.816	ngalmagalladisp@healthcare.com	0759294079	0771486462
1351	LIVIERO DISP	EASTERN	MBEERE	GACHOKA	MBETI SOUTH	GACHOKA	4	MISS	-0.64	37.55	elivierodisp@healthcare.com	0775193505	0797518055
1352	MACHANGA DISP	EASTERN	MBEERE	GACHOKA	MAVURIA	MAVURIA	4	MOH	-0.777543	37.6599	emachangadisp@healthcare.com	0768801551	0799171147
1353	GARISSA DISP (MCH/FP)	N. EASTERN	GARISSA	CENTRAL	TOWNSHIP	TOWNSHIP(GARISSA)	4	MOH	-0.448781	39.649818	ngarissadisp(mch/fp)@healthcare.com	0761352266	0734987237
1354	MAKIMA DISP	EASTERN	MBEERE	MWEA	MAKIMA	MAKIMA	4	MOH	-0.766714	37.5773	emakimadisp@healthcare.com	0758428171	0786137227
1355	GARISSA PROVINCIAL GENERAL HOSPITAL	N. EASTERN	GARISSA	CENTRAL	WABERI	WABERI	2	MOH	-0.334012	39.7739	ngarissaprovincialgeneralhospital@healthcare.com	0709656242	0791145413
1356	MASHAMBA DISP	EASTERN	MBEERE	MWEA	MAKIMA	MAKIMA	4	MISS	-0.762324	37.572321	emashambadisp@healthcare.com	0772502956	0767020212
1357	HAGADERA HOSPITAL	N. EASTERN	GARISSA	JARAJILA	WELMERER	WELMERER	1	MISS	0.01613	40.371544	nhagaderahospital@healthcare.com	0747398637	0773857004
1358	MBEERE DISTRICT HOSP	EASTERN	MBEERE	SIAKAGO	NTHAWA	SIAKAGO	1	MOH	-0.575225	37.640991	embeeredistricthosp@healthcare.com	0738084448	0703242708
1359	HORA DISP	N. EASTERN	GARISSA	MASALANI	HARA	HARA(GARISSA)	4	MOH	-1.83404	40.2083	nhoradisp@healthcare.com	0745584901	0791984723
1360	MBONDONI DISP	EASTERN	MBEERE	MWEA	MAKIMA	MWEA	4	MOH	-0.817921	37.5315	embondonidisp@healthcare.com	0743626296	0738936513
1361	HULUGHO SUB HEALTH CENTRE	N. EASTERN	GARISSA	HULUGHO	HADI	HADI	3	MOH	-1.57508	41.5061	nhulughosubhealthcentre@healthcare.com	0778122062	0779737672
1362	IFO HOSPITAL	N. EASTERN	GARISSA	DADAAB	DADAAB	DADAAB	1	MISS	0.07	40.32	nifohospital@healthcare.com	0798658254	0747788937
1363	MOTHER MAZERERO MISSION DISP	EASTERN	MBEERE	GACHOKA	MBETI SOUTH	GACHOKA	4	MISS	-0.639417	37.535814	emothermazereromissiondisp@healthcare.com	0783997110	0755979876
1364	IFTIN HEALTH CENTRE	N. EASTERN	GARISSA	CENTRAL	BOUR-ALGI	BOUR-ALGI	3	MISS	-0.52509	39.7138	niftinhealthcentre@healthcare.com	0731158462	0746348096
1365	MUTHATHARA DISP	EASTERN	MBEERE	EVURORE	ISHIARA	KAMARANDI(MBEERE)	4	MOH	-0.431906	37.8879	emuthatharadisp@healthcare.com	0723556488	0768605435
1366	IJARA DISP	N. EASTERN	GARISSA	IJARA	SANGOLE	BULLA-WACHA	4	MOH	-1.54577	40.6083	nijaradisp@healthcare.com	0786271026	0756724373
1367	MWEA COTTAGE HOSPITAL	EASTERN	MBEERE	MWEA	MAKIMA	MWEA	1	MISS	-0.75	37.48	emweacottagehospital@healthcare.com	0716970269	0701535865
1368	ISLAMIC AFRICAN RELIEF AGENCY DISP	N. EASTERN	GARISSA	CENTRAL	WABERI	WABERI	4	MISS	-0.374338	39.7138	nislamicafricanreliefagencydisp@healthcare.com	0719102102	0754321808
